Row,Stable_ID,UCUM_CODE,Print_Symbol,Label,Description,Synonyms,Search_Tokens,Dimension_Category,Dimension_Code,Metric_Code,Metric_Comment,Customary_Code,Customary_Comment,UCUM_Status,Is_Common,Source
694,ucum_per_h,/h,/h,/h (per hour),per hour,/h;per hour;per hours,h per hour hours,Rate (per time),rate_per_time,non_metric,non-prefixable atom(s): h,,,c/s,false,ucum_v1.5_2020_06
695,ucum_per_IU,/[IU],/IU,/IU (per international unit),per international unit,/[IU];/IU;per international unit;per international units,iu per international unit units,Catalytic Concentration,catalytic_concentration,non_metric,customary atom(s): [IU],,,c/s,false,ucum_v1.5_2020_06
696,ucum_per_kg,/kg,/kg,/kg (per kilogram),per kilogram,/kg;per kilogram;per kilograms,kg per kilogram kilograms,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
697,ucum_per_kg_body_wt,/kg{body_wt},/kg{body_wt},/kg{body_wt} (per kilogram of body weight),per kilogram of body weight,/kg{body_wt};per kilogram of body weight;per kilograms of bodies weights;per kilogram of body weights;per kilogram of bodies weight;per kilograms of body weight,kg body wt per kilogram of weight kilograms bodies weights,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
698,ucum_per_L,/L,/L,/L (per liter),per liter,/L;per liter;per litre;per liters;per litres,l per liter litre liters litres,Per Volume,per_volume,metric,,,,c/s,false,ucum_v1.5_2020_06
699,ucum_per_LPF,/[LPF],/LPF,/LPF (per low power field),per low power field,/[LPF];/LPF;per low power field;per lows power fields;per lows power field;per low power fields,lpf per low power field lows fields,Number Concentration,number_concentration,non_metric,customary atom(s): [LPF],,,c/s,false,ucum_v1.5_2020_06
700,ucum_per_uL,/uL,/μL,/μL (per microliter),per microliter,/uL;/μL;per microliter;per microliters;per microlitres;per microlitre,ul μl per microliter microliters microlitres microlitre,Per Volume,per_volume,metric,,,,c/s,false,ucum_v1.5_2020_06
701,ucum_per_mg,/mg,/mg,/mg (per milligram),per milligram,/mg;per milligram;per milligrams,mg per milligram milligrams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
702,ucum_per_mL,/mL,/mL,/mL (per milliliter),per milliliter,/mL;per milliliter;per millilitres;per millilitre;per milliliters,ml per milliliter millilitres millilitre milliliters,Per Volume,per_volume,metric,,,,c/s,false,ucum_v1.5_2020_06
703,ucum_per_mm,/mm,/mm,/mm (per millimeter),per millimeter,/mm;per millimeter;per millimetres;per millimetre;per millimeters,mm per millimeter millimetres millimetre millimeters,Per Length,per_length,metric,,,,c/s,false,ucum_v1.5_2020_06
704,ucum_per_mmol_creat,/mmol{creat},/mmol{creat},/mmol{creat} (per millimole of creatinine),per millimole of creatinine,/mmol{creat};per millimole of creatinine;per millimoles of creatinines;per millimole of creatinines;per millimoles of creatinine,mmol creat per millimole of creatinine millimoles creatinines,Substance Ratio,substance_ratio,metric,,,,c/s,false,ucum_v1.5_2020_06
705,ucum_per_10e6,/10*6,/10⁶,/10⁶ (per million),per million,/10*6;/10⁶;per million,10 6 10⁶ per million,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
706,ucum_per_min,/min,/min,/min (per minute),per minute,/min;per minute;per minutes,min per minute minutes,Rate (per time),rate_per_time,non_metric,non-prefixable atom(s): min,,,c/s,false,ucum_v1.5_2020_06
707,ucum_per_mo,/mo,/mo,/mo (per month),per month,/mo;per month;per months,mo per month months,Rate (per time),rate_per_time,non_metric,non-prefixable atom(s): mo,,,c/s,false,ucum_v1.5_2020_06
708,ucum_per_OIF,/{OIF},/{OIF},/{OIF} (per oil immersion field),per oil immersion field,/{OIF};per oil immersion field;per oils immersions fields;per oil immersions field;per oil immersion fields;per oils immersion field,oif per oil immersion field oils immersions fields,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
709,ucum_per_s,/s,/s,/s (per second),per second,/s;per second;per seconds,s per second seconds,Rate (per time),rate_per_time,metric,,,,c/s,false,ucum_v1.5_2020_06
710,ucum_per_m2,/m2,/m²,/m² (per square meter),per square meter,/m2;/m²;per square meter;per square metres;per square metre;per square meters,m2 m² per square meter metres metre meters,Per Area,per_area,metric,,,,c/s,false,ucum_v1.5_2020_06
711,ucum_per_10e3,/10*3,/10³,/10³ (per thousand),per thousand,/10*3;/10³;per thousand,10 3 10³ per thousand,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
712,ucum_per_10e3_RBCs,/10*3{RBCs},/10³{RBCs},/10³{RBCs} (per thousand red blood cells),per thousand red blood cells,/10*3{RBCs};/10³{RBCs};per thousand red blood cells,10 3 rbcs 10³ per thousand red blood cells,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
713,ucum_per_10e12,/10*12,/10¹²,/10¹² (per trillion),per trillion ,/10*12;/10¹²;per trillion,10 12 10¹² per trillion,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
714,ucum_per_10e12_RBCs,/10*12{RBCs},/10¹²{RBCs},/10¹²{RBCs} (per trillion red blood cells),per trillion red blood cells,/10*12{RBCs};/10¹²{RBCs};per trillion red blood cells,10 12 rbcs 10¹² per trillion red blood cells,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
715,ucum_per_12_x_h,/(12.h),/(12·h),/(12·h) (per twelve hour),per twelve hour,/(12.h);/(12·h);per twelve hour;per twelves hours;per twelves hour;per twelve hours,12 h 12·h per twelve hour twelves hours,Rate (per time),rate_per_time,non_metric,non-prefixable atom(s): h,,,c/s,false,ucum_v1.5_2020_06
716,ucum_per_wk,/wk,/wk,/wk (per week),per week,/wk;per week;per weeks,wk per week weeks,Rate (per time),rate_per_time,non_metric,non-prefixable atom(s): wk,,,c/s,false,ucum_v1.5_2020_06
717,ucum_per_a,/a,/a,/a (per year),per year,/a;per year;per years,a per year years,Rate (per time),rate_per_time,non_metric,non-prefixable atom(s): a,,,c/s,false,ucum_v1.5_2020_06
718,ucum_pct,%,%,% (percent),percent,%;percent;percents,percent percents,Dimensionless / Ratio,dimensionless_ratio,non_metric,non-prefixable atom(s): %,,,c/s,true,ucum_v1.5_2020_06
719,ucum_pct_loss_AChR,%{loss_AChR},%{loss_AChR},%{loss_AChR} (percent  loss of acetylcholine receptor),percent  loss of acetylcholine receptor,%{loss_AChR};percent  loss of acetylcholine receptor;percents  losses of acetylcholines receptors;percent  losses of acetylcholine receptor;percent  loss of acetylcholines receptor;percent  loss of acetylcholine receptors;percents  loss of acetylcholine receptor,loss achr percent of acetylcholine receptor percents losses acetylcholines receptors,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
720,ucum_pct_penetration,%{penetration},%{penetration},%{penetration} (percent  penetration),percent  penetration,%{penetration};percent  penetration;percents  penetrations;percents  penetration;percent  penetrations,penetration percent percents penetrations,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
721,ucum_pct_abnormal,%{abnormal},%{abnormal},%{abnormal} (percent abnormal),percent abnormal,%{abnormal};percent abnormal;percents abnormal;percents abnormals;percent abnormals,abnormal percent percents abnormals,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
722,ucum_pct_activity,%{activity},%{activity},%{activity} (percent activity),percent activity,%{activity};percent activity;percent activities;percents activity;percents activities,activity percent activities percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
723,ucum_pct_aggregation,%{aggregation},%{aggregation},%{aggregation} (percent aggregation),percent aggregation,%{aggregation};percent aggregation;percents aggregations;percent aggregations;percents aggregation,aggregation percent percents aggregations,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
724,ucum_pct_at_60_min,%{at_60_min},%{at_60_min},%{at_60_min} (percent at 60 minute),percent at 60 minute,%{at_60_min};percent at 60 minute;percents at 60 minutes;percents at 60 minute;percent at 60 minutes,at 60 min percent minute percents minutes,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
725,ucum_pct_basal_activity,%{basal_activity},%{basal_activity},%{basal_activity} (percent basal activity),percent basal activity,%{basal_activity};percent basal activity;percents basals activities;percents basal activity;percent basal activities;percent basals activity,basal activity percent percents basals activities,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
726,ucum_pct_binding,%{binding},%{binding},%{binding} (percent binding),percent binding,%{binding};percent binding;percent bindings;percents bindings;percents binding,binding percent bindings percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
727,ucum_pct_blockade,%{blockade},%{blockade},%{blockade} (percent blockade),percent blockade,%{blockade};percent blockade;percents blockades;percent blockades;percents blockade,blockade percent percents blockades,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
728,ucum_pct_blocked,%{blocked},%{blocked},%{blocked} (percent blocked),percent blocked,%{blocked};percent blocked;percents blockeds;percent blockeds;percents blocked,blocked percent percents blockeds,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
729,ucum_pct_bound,%{bound},%{bound},%{bound} (percent bound),percent bound,%{bound};percent bound;percent bounds;percents bound;percents bounds,bound percent bounds percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
730,ucum_pct_breakdown,%{breakdown},%{breakdown},%{breakdown} (percent breakdown),percent breakdown,%{breakdown};percent breakdown;percent breakdowns;percents breakdowns;percents breakdown,breakdown percent breakdowns percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
731,ucum_pct_vol,%{vol},%{vol},%{vol} (percent by volume),percent by volume,%{vol};percent by volume;percents by volumes;percents by volume;percent by volumes,vol percent by volume percents volumes,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
732,ucum_pct_deficient,%{deficient},%{deficient},%{deficient} (percent deficient),percent deficient,%{deficient};percent deficient;percents deficient;percents deficients;percent deficients,deficient percent percents deficients,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
733,ucum_pct_dose,%{dose},%{dose},%{dose} (percent dose),percent dose,%{dose};percent dose;percents doses;percent doses;percents dose,dose percent percents doses,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
734,ucum_pct_excretion,%{excretion},%{excretion},%{excretion} (percent excretion),percent excretion,%{excretion};percent excretion;percents excretion;percents excretions;percent excretions,excretion percent percents excretions,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
735,ucum_pct_Hb,%{Hb},%{Hb},%{Hb} (percent hemoglobin),percent hemoglobin,%{Hb};percent hemoglobin;percents hemoglobins;percent hemoglobins;percents hemoglobin,hb percent hemoglobin percents hemoglobins,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
736,ucum_pct_hemolysis,%{hemolysis},%{hemolysis},%{hemolysis} (percent hemolysis),percent hemolysis,%{hemolysis};percent hemolysis;percents hemolysis,hemolysis percent percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
737,ucum_pct_index,%{index},%{index},%{index} (percent index),percent index,%{index};percent index;percent indices;percents indices;percents index,index percent indices percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
738,ucum_pct_inhibition,%{inhibition},%{inhibition},%{inhibition} (percent inhibition),percent inhibition,%{inhibition};percent inhibition;percents inhibition;percents inhibitions;percent inhibitions,inhibition percent percents inhibitions,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
739,ucum_pct_loss,%{loss},%{loss},%{loss} (percent loss),percent loss,%{loss};percent loss;percents loss;percent losses;percents losses,loss percent percents losses,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
740,ucum_pct_lysis,%{lysis},%{lysis},%{lysis} (percent lysis),percent lysis,%{lysis};percent lysis;percents lysis,lysis percent percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
741,ucum_pct_normal,%{normal},%{normal},%{normal} (percent normal),percent normal,%{normal};percent normal;percents normal;percent normals;percents normals,normal percent percents normals,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
742,ucum_pct_pooled_plasma,%{pooled_plasma},%{pooled_plasma},%{pooled_plasma} (percent normal pooled plasma),percent normal pooled plasma,%{pooled_plasma};percent normal pooled plasma;percents normals pooleds plasmas;percents normal pooled plasma;percent normal pooleds plasma;percent normal pooled plasmas;percent normals pooled plasma,pooled plasma percent normal percents normals pooleds plasmas,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
743,ucum_pct_bacteria,%{bacteria},%{bacteria},%{bacteria} (percent of bacteria),percent of bacteria,%{bacteria};percent of bacteria;percents of bacteria;percent of bacterias;percents of bacterias,bacteria percent of percents bacterias,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
744,ucum_pct_baseline,%{baseline},%{baseline},%{baseline} (percent of baseline),percent of baseline,%{baseline};percent of baseline;percents of baseline;percent of baselines;percents of baselines,baseline percent of percents baselines,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
745,ucum_pct_cells,%{cells},%{cells},%{cells} (percent of cells),percent of cells,%{cells};percent of cells;percents of cells,cells percent of percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
746,ucum_pct_RBCs,%{RBCs},%{RBCs},%{RBCs} (percent of red blood cells),percent of red blood cells,%{RBCs};percent of red blood cells;percents of red blood cells,rbcs percent of red blood cells percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
747,ucum_pct_WBCs,%{WBCs},%{WBCs},%{WBCs} (percent of white blood cells),percent of white blood cells,%{WBCs};percent of white blood cells;percents of white blood cells,wbcs percent of white blood cells percents,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
748,ucum_pct_positive,%{positive},%{positive},%{positive} (percent positive),percent positive,%{positive};percent positive;percents positive;percents positives;percent positives,positive percent percents positives,Dimensionless / Ratio,dimensionless_ratio,mixed,non-prefixable: %,,,c/s,false,ucum_v1.5_2020_06
